GesID	SoilRef_ID	Legend_engl
6302	314	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
6302	499	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
6302	602	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
6302	2091304	Eutric Cambisols from NON-CONSOLIDATED LOAMY MATERIALS
6303	155	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
6303	259	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
6303	314	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
6303	499	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
6303	602	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
6401	101	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
6401	204	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
6401	208	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
6401	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
6401	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
6401	487	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
6401	516	Eutric Cambisols / Luvic Arenosols from eutrophic sand deposits
6401	600	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
6501	22	Eutric Histosols
6501	45	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
6501	57	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
6501	64	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
6501	165	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
6501	463	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
6502	155	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
6502	259	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
6502	314	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
6502	499	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
6502	602	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
6503	188	Cambic and Haplic Podzols from sandstone and quartzite with low base status
6503	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
6503	361	Spodic Cambisols from acid igneous and metamorphic rocks
6503	424	Dystric Regosols from sand dunes
6503	523	Dystric Regosols from dry dystrophic sand deposits
6503	585	"	Dystric Cambisols from acid igneous and metamorphic rocks"
6503	594	Spodic Cambisols from acid igneous and metamorphic rocks
6503	609	Cambic and Haplic Podzols from sandstone and quartzite with low base status
7001	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
7001	394	Cambic and Haplic Podzols from sandstone and quartzite with low base status
7001	522	Dystric Regosols from dry dystrophic sand deposits
7002	100	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
7002	130	Eutric Cambisols / Luvic Arenosols from eutrophic sand deposits
7003	130	Eutric Cambisols / Luvic Arenosols from eutrophic sand deposits
7003	486	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
7004	250	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
7004	261	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
7004	284	Chernozems from loess and loess-like silty sediments
7004	285	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
7004	329	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
7005	84	Luvic Chernozems / Haplic Luvisols from boulder clay or glacial-lake sediments
7005	150	Haplic and Stagnic Chernozems from loess overlying claystone and marlstone
7005	151	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
7005	172	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
7005	261	Eutric Cambisols / Stagnic Gleysols from calcareous loamy and sandy to gravelly morainic deposits mixed with loess
7006	460	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
7006	466	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
7006	568	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
7006	573	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
7007	216	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
7007	290	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
7007	296	Stagnic Gleysols from loess or loessic loam overlying various rocks
7007	297	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from various siliceous weathering products mixed with loess
7007	312	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
7007	371	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
7007	401	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
7007	411	Frequently alternating Rendzic and Umbric Leptosols / Spodic and Vertic Cambisols / Haplic Luvisol / Stagnic Gleysols from limestone and marlstone, sandstone, siltstone, and claystone, and loessic loam overlying various rocks
7007	503	Stagnic and Spodic Gleysols from sandy deposits overlying boulder clay
7008	193	Eutric Histosols
7008	290	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
7008	296	Stagnic Gleysols from loess or loessic loam overlying various rocks
7008	297	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from various siliceous weathering products mixed with loess
7008	312	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
7008	371	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
7008	401	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
7008	411	Frequently alternating Rendzic and Umbric Leptosols / Spodic and Vertic Cambisols / Haplic Luvisol / Stagnic Gleysols from limestone and marlstone, sandstone, siltstone, and claystone, and loessic loam overlying various rocks
7009	137	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
7009	146	Dystric Regosols from dry dystrophic sand deposits
7009	268	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
7009	394	Cambic and Haplic Podzols from sandstone and quartzite with low base status
7010	346	Andic cambisols from tuffs rich in bases
7010	378	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
7010	486	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
7010	515	Eutric Cambisols / Luvic Arenosols from eutrophic sand deposits
7011	346	Andic cambisols from tuffs rich in bases
7011	350	"	Dystric Cambisols from acid igneous and metamorphic rocks"
7011	378	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
7011	406	Frequently alternating Dystric and Spodic Cambisols / Rendzic Leptosols / Haplic Luvisols from slate, greywacke, and limestone, and loessic loam overlying various rocks
7011	466	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
7012	216	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
7013	236	Dystric Cambisols from sandy river-terrace deposits
7013	241	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
7013	252	Stagnic Gleysols from boulder clay with a loamy to sandy cover
7013	257	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
7013	383	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
7013	480	Stagnic Gleysols from loamy to sandy boulder clay
7014	236	Dystric Cambisols from sandy river-terrace deposits
7014	241	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
7014	252	Stagnic Gleysols from boulder clay with a loamy to sandy cover
7014	257	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
7014	383	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
7015	508	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
7015	592	Spodic Cambisols from acid igneous and metamorphic rocks
7015	604	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
7015	609	Cambic and Haplic Podzols from sandstone and quartzite with low base status
7016	41	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
7016	62	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
7016	152	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
7016	164	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
7016	181	Spodic Cambisols from siltstone, sandstone, and claystone
7016	191	Frequently alternating Dystric and Spodic Cambisols / Rendzic Leptosols / Haplic Luvisols from slate, greywacke, and limestone, and loessic loam overlying various rocks
