Comm_ID	Climate_zone
2101	suboceanic to subcontinental Central-European upland
2102	oceanic mediterraen (alpine) montane uplands
2103	oceanic mediterraen (alpine) montane uplands
2104	oceanic mediterraen (alpine) montane uplands
2105	oceanic mediterraen (alpine) colline and submontane uplands
2105	suboceanic central European (north alpic) colline and submontane uplands
2106	suboceanic central European (north alpic) colline and submontane uplands
2107	oceanic mediterraen (south alpine) montane uplands
2108	suboceanic inner alpine high mountains in central Europe 
2109	suboceanic central European (north alpic) submontane riparian valleys
2110	suboceanic/summer cool Central-European colline uplands
2110	suboceanic to subcontinental Central-European upland
2110	subcontinental Central-European lowland
2110	suboceanic to subcontinental Central-European colline upland
2111	suboceanic to subcontinental Central-European upland
2112	suboceanic to subcontinental Central-European upland
2120	suboceanic to subcontinental Central-European colline upland
2120	suboceanic Central-European lowland
2120	suboceanic to subcontinental Central-European upland
2121	suboceanic to subcontinental Central-European colline upland
2121	suboceanic to subcontinental Central-European upland
2121	suboceanic Central-European lowland
2122	suboceanic to subcontinental Central-European colline upland
2122	suboceanic Central-European lowland
2122	suboceanic to subcontinental Central-European upland
2124	suboceanic to subcontinental Central-European upland
2130	suboceanic to subcontinental Central-European colline upland
2130	suboceanic to subcontinental Central-European upland
2131	suboceanic to subcontinental Central-European colline upland
2131	suboceanic to subcontinental Central-European upland
2132	suboceanic to subcontinental Central-European upland
2132	suboceanic to subcontinental Central-European colline upland
2133	suboceanic Central-European colline uplands
2133	suboceanic Central-European lowland
2134	suboceanic to subcontinental Central-European colline upland
2134	suboceanic Central-European colline uplands
2134	suboceanic Central-European lowland
2134	suboceanic to subcontinental Central-European upland
2140	suboceanic to subcontinental Central-European upland
2140	suboceanic Central-European lowland
2140	suboceanic Central-European colline uplands
2140	suboceanic to subcontinental Central-European colline upland
2150	suboceanic to subcontinental Central-European upland
2150	suboceanic to subcontinental Central-European colline upland
2150	subcontinental Central-European colline upland
2150	subcontinental Central-European lowland
2151	suboceanic to subcontinental Central-European upland
2151	subcontinental Central-European colline upland
2151	subcontinental Central-European lowland
2151	suboceanic to subcontinental Central-European colline upland
2152	subcontinental Central-European lowland
2152	subcontinental Central-European colline upland
2153	subcontinental Central-European lowland
2153	subcontinental Central-European colline upland
2154	subcontinental Central-European colline upland
2154	subcontinental Central-European lowland
2155	subcontinental Central-European lowland
2156	suboceanic Central-European medium mountain
2156	suboceanic to subcontinental submediterranean lowlands
2156	suboceanic lowland (baltic coast)
2156	subcontinental Central-European lowland
2156	subcontinental Central-European colline upland
2156	suboceanic to subcontinental Central-European colline upland
2156	suboceanic to subcontinental Central-European upland
2156	suboceanic Central-European high mountain
2160	subcontinental Central-European colline upland
2160	subcontinental Central-European lowland
2160	suboceanic to subcontinental Central-European colline upland
2160	suboceanic to subcontinental Central-European upland
2170	subcontinental Central-European lowland
2170	subcontinental Central-European colline upland
2180	suboceanic to subcontinental pontic lowland
2180	subcontinental Central-European lowland
2180	subcontinental Central-European colline upland
2180	subcontinental pontic lowland
2190	suboceanic Central-European lowland
2190	suboceanic to subcontinental Central-European colline upland
2190	oceanic Central-European colline uplands
2190	oceanic Central-European uplands
2190	suboceanic pontic lowlands
2190	suboceanic Central-European colline uplands
2190	suboceanic/summer cool Central-European colline uplands
2191	oceanic Central-European colline uplands
2191	subcontinental Central-European colline upland
2191	subcontinental Central-European lowland
2191	suboceanic/summer cool Central-European colline uplands
2191	suboceanic Central-European colline uplands
2191	suboceanic Central-European lowland
2191	suboceanic to subcontinental Central-European colline upland
2191	suboceanic to subcontinental Central-European upland
2192	suboceanic to subcontinental central European lowlands and colline uplands
2193	suboceanic to subcontinental central European lowlands and colline uplands
2201	suboceanic Central-European colline uplands
2201	oceanic Central-European colline uplands
2201	suboceanic to subcontinental Central-European upland
2201	suboceanic to subcontinental Central-European colline upland
2201	suboceanic/summer cool Central-European colline uplands
2202	suboceanic Central-European lowland
2202	suboceanic Central-European medium mountain
2202	suboceanic to subcontinental Central-European upland
2202	suboceanic to subcontinental Central-European colline upland
2202	oceanic Central-European colline uplands
2202	suboceanic Central-European colline uplands
2202	suboceanic/summer cool Central-European colline uplands
2203	subcontinental Central-European colline upland
2203	suboceanic Central-European lowland
2203	subcontinental Central-European lowland
2203	suboceanic Central-European medium mountain
2203	suboceanic/summer cool Central-European colline uplands
2203	suboceanic Central-European colline uplands
2203	oceanic Central-European colline uplands
2203	suboceanic to subcontinental Central-European upland
2203	suboceanic to subcontinental Central-European colline upland
2210	suboceanic to subcontinental pontic lowland
2210	suboceanic Central-European lowland
2210	suboceanic pontic lowlands
2210	suboceanic to subcontinental Central-European upland
2211	subcontinental Central-European colline upland
2211	subcontinental Central-European lowland
2212	subcontinental Central-European colline upland
2212	subcontinental Central-European lowland
2230	oceanic Central-European colline uplands
2230	suboceanic/summer cool Central-European colline uplands
2230	suboceanic Central-European medium mountain
2230	suboceanic Central-European colline uplands
2230	suboceanic Central-European lowland
2230	oceanic Central-European uplands
2241	subcontinental Central-European colline upland
2241	subcontinental Central-European lowland
2242	suboceanic to subcontinental Central-European upland
2242	suboceanic to subcontinental Central-European colline upland
2243	subcontinental Central-European lowland
2243	subcontinental Central-European colline upland
2244	suboceanic/summer cool Central-European colline uplands
2244	suboceanic to subcontinental Central-European colline upland
2244	suboceanic Central-European colline uplands
2244	suboceanic to subcontinental Central-European upland
2245	suboceanic to subcontinental Central-European colline upland
2245	suboceanic to subcontinental Central-European upland
2246	suboceanic to subcontinental Central-European colline upland
2246	suboceanic Central-European lowland
2246	suboceanic Central-European colline uplands
2246	suboceanic to subcontinental Central-European upland
2246	suboceanic Central-European medium mountain
2246	subcontinental Central-European colline upland
2246	subcontinental Central-European lowland
2250	subcontinental Central-European lowland
2250	subcontinental Central-European colline upland
2260	subcontinental Central-European colline upland
2260	subcontinental Central-European lowland
2261	subcontinental Central-European lowland
2261	suboceanic to subcontinental Central-European upland
2270	subcontinental Central-European colline upland
2270	subcontinental Central-European lowland
2271	subcontinental Central-European lowland
2271	suboceanic to subcontinental Central-European upland
2273	suboceanic to subcontinental Central-European upland
2273	suboceanic to subcontinental Central-European colline upland
2273	suboceanic Central-European colline uplands
2273	suboceanic Central-European lowland
2274	suboceanic Central-European colline uplands
2274	suboceanic to subcontinental Central-European colline upland
2274	oceanic Central-European colline uplands
2280	subcontinental Central-European lowland
2280	suboceanic to subcontinental Central-European upland
2289	suboceanic Central-European lowland
2289	oceanic Central-European colline uplands
2290	suboceanic Central-European lowland
2290	oceanic Central-European colline uplands
2290	suboceanic Central-European colline uplands
2290	suboceanic/summer cool Central-European colline uplands
2290	suboceanic to subcontinental Central-European colline upland
2291	oceanic Central-European colline uplands
2291	oceanic Central-European medium mountain
2292	subcontinental Central-European colline upland
2292	subcontinental Central-European lowland
2292	subcontinental pontic lowland
2292	suboceanic to subcontinental Central-European colline upland
2292	suboceanic to subcontinental Central-European upland
2292	suboceanic to subcontinental pontic lowland
2293	suboceanic Central-European colline uplands
2293	suboceanic to subcontinental Central-European colline upland
2293	suboceanic Central-European medium mountain
2301	subcontinental Central-European lowland
2302	suboceanic to subcontinental pontic lowland
2302	subcontinental pontic lowland
2302	subcontinental Central-European lowland
2302	subcontinental Central-European colline upland
2302	suboceanic to subcontinental Central-European colline upland
2302	suboceanic to subcontinental Central-European upland
2303	suboceanic to subcontinental pontic lowland
2303	subcontinental pontic lowland
2303	subcontinental Central-European colline upland
2303	subcontinental Central-European lowland
2303	suboceanic to subcontinental Central-European upland
2303	suboceanic to subcontinental Central-European colline upland
2304	suboceanic to subcontinental pontic South-Sibiria at hill slopes
2305	suboceanic to subcontinental pontic South-Sibiria at lowlands 
2306	suboceanic to subcontinental pontic South-Sibiria at lowlands 
2307	suboceanic to subcontinental pontic South-Sibiria at hill slopes
2308	suboceanic to subcontinental pontic South-Sibiria at hill slopes
2309	suboceanic to subcontinental sarmatic South-Sibiria at hill slopes
2310	suboceanic to subcontinental south-east sarmatic South-Sibiria at lowlands 
2311	subcontinental Central-European lowland
2311	subcontinental pontic lowland
2311	subcontinental Central-European colline upland
2312	subcontinental pontic lowland
2312	subcontinental Central-European lowland
2313	suboceanic to subcontinental Central-European colline upland
2314	subcontinental Central-European colline upland
2314	subcontinental Central-European lowland
2315	subcontinental Central-European colline upland
2315	subcontinental Central-European lowland
2316	suboceanic to subcontinental south-east sarmatic South-Sibiria at hill slopes
2317	suboceanic to subcontinental pontic South-Sibiria at hill slopes
2318	suboceanic to subcontinental pontic South-Sibiria at hill slopes
2319	suboceanic to subcontinental south-east sarmatic South-Sibiria at hill slopes
2319	suboceanic to subcontinental pontic South-Sibiria at hill slopes
2320	subcontinental Central-European lowland
2321	suboceanic to subcontinental pontic South-Sibiria at hill slopes
2322	suboceanic to subcontinental south-east sarmatic South-Sibiria at hill slopes
2323	suboceanic to subcontinental south-east sarmatic South-Sibiria at mountain slopes
2330	subcontinental Central-European lowland
2330	subcontinental Central-European colline upland
2340	subcontinental Central-European lowland
2340	subcontinental Central-European colline upland
2350	subcontinental Central-European lowland
2350	subcontinental Central-European colline upland
2360	subcontinental Central-European lowland
2370	suboceanic/summer cool Central-European colline uplands
2370	oceanic Central-European colline uplands
2370	suboceanic Central-European colline uplands
2370	suboceanic to subcontinental Central-European colline upland
2380	suboceanic to subcontinental Central-European upland
2380	suboceanic Central-European colline uplands
2380	suboceanic to subcontinental Central-European colline upland
2381	oceanic south central European to westsubmediterraen lowland
2382	suboceanic submediterraen riparian valleys and mediterranean coast
2382	oceanic south Central-European atlantic coast
2383	oceanic submediterraen atlantic coast
2383	oceanic south Central-European atlantic coast
2384	oceanic south Central-European atlantic coast
2385	oceanic submediterraen atlantic coast
2385	oceanic south Central-European atlantic coast
2386	oceanic mediterraen (alpine) montane uplands
2386	suboceanic to oceanic central European submontan upland
2387	oceanic mediterraen (alpine) montane uplands
2387	suboceanic to oceanic central European submontan and colline uplands
2388	suboceanic submediterraen riparian valleys and mediterranean coast
2399	suboceanic Central-European colline uplands
2399	oceanic Central-European colline uplands
2399	oceanic Central-European medium mountain
2399	suboceanic Central-European medium mountain
2400	oceanic Central-European uplands
2400	oceanic Central-European colline uplands
2400	suboceanic Central-European colline uplands
2400	suboceanic Central-European lowland
2401	suboceanic Central-European medium mountain
2401	oceanic Central-European medium mountain
2401	suboceanic Central-European colline uplands
2401	oceanic Central-European colline uplands
2402	oceanic Central-European medium mountain
2402	oceanic Central-European high mountain
2402	oceanic prealpid
2403	suboceanic Central-European medium mountain
2403	oceanic Central-European medium mountain
2404	subcontinental Central-European colline upland
2404	suboceanic Central-European medium mountain
2404	suboceanic to subcontinental Central-European colline upland
2405	suboceanic Central-European medium mountain
2406	oceanic high ridges
2406	oceanic Central-European high mountain
2406	suboceanic Central-European high ridges
2406	oceanic prealpid
2406	suboceanic Central-European high mountain
2407	oceanic Central-European high mountain
2407	oceanic Central-European medium mountain
2407	suboceanic Central-European high ridges
2407	suboceanic Central-European high mountain
2407	suboceanic Central-European medium mountain
2407	oceanic high ridges
2407	oceanic prealpid
2408	oceanic Central-European high mountain
2408	oceanic high ridges
2409	suboceanic/summer cool Central-European colline uplands
2409	oceanic Central-European colline uplands
2409	suboceanic Central-European colline uplands
2410	subcontinental Central-European lowland
2410	subcontinental Central-European colline upland
2410	suboceanic Central-European medium mountain
2410	suboceanic to subcontinental Central-European colline upland
2412	suboceanic Central-European medium mountain
2412	suboceanic/summer cool Central-European colline uplands
2413	suboceanic Central-European high mountain
2413	suboceanic Central-European medium mountain
2413	oceanic prealpid
2414	suboceanic Central-European medium mountain
2414	suboceanic Central-European high mountain
2414	oceanic prealpid
2415	suboceanic Central-European medium mountain
2415	suboceanic Central-European high mountain
2416	suboceanic Central-European medium mountain
2416	oceanic Central-European high mountain
2416	suboceanic Central-European high ridges
2416	suboceanic Central-European high mountain
2416	suboceanic/summer cool Central-European colline uplands
2416	oceanic Central-European medium mountain
2416	oceanic high ridges
2417	oceanic Central-European medium mountain
2417	suboceanic Central-European medium mountain
2417	suboceanic/summer cool Central-European colline uplands
2417	suboceanic Central-European high ridges
2417	suboceanic Central-European high mountain
2417	oceanic Central-European high mountain
2417	suboceanic to subcontinental Central-European colline upland
2417	oceanic high ridges
2418	oceanic Central-European high mountain
2418	oceanic high ridges
2418	suboceanic Central-European high ridges
2418	oceanic prealpid
2419	oceanic high ridges
2419	oceanic Central-European high mountain
2419	oceanic prealpid
2419	suboceanic Central-European high ridges
2420	suboceanic Central-European medium mountain
2420	oceanic prealpid
2420	oceanic Central-European high mountain
2420	oceanic Central-European medium mountain
2420	suboceanic Central-European high mountain
2421	suboceanic Central-European medium mountain
2421	suboceanic Central-European high mountain
2422	oceanic Central-European medium mountain
2422	oceanic high ridges
2422	oceanic prealpid
2422	oceanic Central-European high mountain
2423	suboceanic Central-European high ridges
2423	oceanic high ridges
2423	oceanic alpid
2424	oceanic Central-European high mountain
2424	oceanic high ridges
2425	oceanic alpid
2425	oceanic high ridges
2426	oceanic alpid
2427	oceanic alpid
2427	oceanic high ridges
2428	oceanic high ridges
2428	suboceanic Central-European high mountain
2428	oceanic alpid
2428	oceanic Central-European high mountain
2429	suboceanic Central-European high ridges
2429	oceanic alpid
2430	oceanic Central-European uplands
2430	suboceanic Central-European colline uplands
2430	oceanic Central-European colline uplands
2430	suboceanic pontic lowlands
2430	suboceanic Central-European lowland
2431	oceanic Central-European colline uplands
2431	suboceanic to subcontinental Central-European colline upland
2431	suboceanic Central-European colline uplands
2432	suboceanic to subcontinental pontic lowland
2432	suboceanic pontic lowlands
2433	subcontinental illyric plain, colline and submontane uplands
2433	oceanic submediterranean colline and submontane uplands
2433	oceanic eumediterranean colline and submontane uplands
2433	suboceanic pontic lowlands
2433	suboceanic to oceanic west-submediterrean colline, submontane and montane uplands
2434	suboceanic to subcontinental pontic lowland
2434	suboceanic pontic lowlands
2434	oceanic Central-European uplands
2434	suboceanic Central-European lowland
2435	oceanic Central-European uplands
2435	suboceanic Central-European lowland
2435	suboceanic pontic lowlands
2435	suboceanic to subcontinental pontic lowland
2436	suboceanic pontic lowlands
2436	suboceanic to subcontinental pontic lowland
2436	suboceanic Central-European lowland
2436	oceanic Central-European uplands
2437	oceanic Central-European medium mountain
2437	suboceanic Central-European medium mountain
2438	suboceanic to subcontinental submediterranean lowland
2438	suboceanic to subcontinental pontic lowland
2439	oceanic Central-European high mountain
2439	suboceanic Central-European high ridges
2439	suboceanic Central-European high mountain
2439	oceanic prealpid
2439	oceanic alpid
2439	oceanic high ridges
2440	suboceanic Central-European high mountain
2440	oceanic Central-European high mountain
2440	oceanic high ridges
2440	oceanic alpid
2440	suboceanic Central-European high ridges
2441	oceanic high ridges
2441	oceanic alpid
2442	suboceanic Central-European high mountain
2442	oceanic Central-European high mountain
2442	oceanic alpid
2444	suboceanic Central-European medium mountain
2444	suboceanic Central-European high ridges
2444	suboceanic Central-European high mountain
2444	oceanic Central-European high mountain
2444	oceanic high ridges
2444	oceanic prealpid
2444	oceanic Central-European medium mountain
2445	oceanic prealpid
2445	oceanic high ridges
2445	oceanic Central-European high mountain
2445	oceanic Central-European colline uplands
2445	suboceanic Central-European high ridges
2445	oceanic Central-European medium mountain
2446	oceanic prealpid
2446	oceanic Central-European high mountain
2446	oceanic Central-European colline uplands
2446	oceanic Central-European medium mountain
2461	suboceanic Central-European medium mountain
2461	oceanic Central-European medium mountain
2462	suboceanic Central-European medium mountain
2462	oceanic Central-European medium mountain
2464	oceanic Central-European medium mountain
2464	suboceanic Central-European medium mountain
2465	oceanic prealpid
2465	oceanic Central-European medium mountain
2465	suboceanic Central-European high ridges
2465	oceanic Central-European high mountain
2465	oceanic high ridges
2465	oceanic Central-European colline uplands
2470	oceanic prealpid
2470	oceanic Central-European medium mountain
2470	oceanic Central-European high mountain
2471	oceanic prealpid
2471	oceanic alpid
2471	oceanic Central-European high mountain
2472	oceanic prealpid
2472	oceanic alpid
2473	oceanic alpid
2473	oceanic Central-European medium mountain
2473	oceanic Central-European high mountain
2474	oceanic Central-European medium mountain
2474	suboceanic Central-European medium mountain
2475	oceanic Central-European medium mountain
2475	suboceanic Central-European medium mountain
2477	suboceanic Central-European medium mountain
2477	oceanic Central-European medium mountain
2478	oceanic Central-European high mountain
2478	suboceanic Central-European high ridges
2478	suboceanic Central-European high mountain
2478	oceanic high ridges
2501	suboceanic lowland (baltic coast)
2501	suboceanic Central European lowland
2501	suboceanic to subcontinental Central-European colline upland
2502	suboceanic to subcontinental Central-European upland
2502	suboceanic to subcontinental Central-European colline upland
2510	subcontinental Central-European lowland
2510	suboceanic Central-European medium mountain
2510	subcontinental Central-European colline upland
2510	suboceanic to subcontinental Central-European upland
2510	suboceanic to subcontinental pontic lowland
2510	suboceanic to subcontinental Central-European colline upland
2510	suboceanic Central-European high mountain
2511	suboceanic Central-European high mountain
2512	suboceanic to subcontinental lowland (baltic coast)
2512	subcontinental Central-European lowland
2512	subcontinental Central-European colline upland
2513	suboceanic to subcontinental Central-European colline upland
2514	suboceanic to subcontinental pontic (pannonic) colline and submontane upland
2515	suboceanic submediterranean submontane upland
2515	oceanic submediterranean colline upland
2516	oceanic submediterranean colline and submontane uplands
2516	oceanic eumediterranean colline and submontane uplands
2517	suboceanic submediterranean submontane upland
2518	suboceanic eumediterranean colline upland
2518	oceanic eumediterranean lowland
2519	suboceanic Central-European to submediterranean submontane upland
2519	oceanic submediterranean colline and submontane uplands
2520	suboceanic submediterranean colline and submontane upland
2521	suboceanic submediterranean colline and submontane upland
2521	suboceanic Central-European to submediterranean submontane upland
2522	suboceanic submediterranean submontane upland
2522	oceanic submediterranean colline upland
2522	oceanic submediterranean colline and submontane uplands
2523	suboceanic eumediterranean colline upland
2523	oceanic eumediterranean lowland
2524	suboceanic submediterranean colline and submontane upland
2525	suboceanic submediterranean colline and submontane upland
2526	subcontinental to suboceanic submediterranean and mediterranean colline and submontane upland
2527	suboceanic submediterranean colline and submontane upland
2528	suboceanic submediterranean colline and submontane upland
2529	suboceanic submediterranean colline and submontane upland
2530	suboceanic submediterranean colline and submontane upland
2531	suboceanic submediterranean colline and submontane upland
2531	oceanic submediterranean colline and submontane upland
2532	oceanic eumediterranean colline and submontane uplands
2533	oceanic eumediterranean colline and submontane uplands
2534	oceanic eumediterranean colline and submontane uplands
2535	oceanic eumediterranean colline and submontane uplands
2536	oceanic eumediterranean colline and submontane uplands
2537	oceanic eumediterranean colline and submontane uplands
2538	subcontinental to suboceanic east-submediterrean submontane uplands
2538	oceanic eumediterranean submontane uplands
2539	subcontinental to suboceanic east-submediterrean plain and colline
2539	oceanic eumediterranean montane uplands
2540	subcontinental to suboceanic east-submediterrean colline, submontane uplands
2540	subcontinental to suboceanic eumediterrean colline, submontane uplands
2541	subcontinental to suboceanic east-submediterrean montane uplands
2541	subcontinental to suboceanic eumediterrean montane uplands
2542	subcontinental to suboceanic east-submediterrean plain, colline and submontane uplands
2542	subcontinental to suboceanic east-mediterrean plain, colline and submontane uplands
2543	suboceanic eumediterrean colline, submontane uplands
2544	oceanic east-mediterrean colline, submontane uplands
2545	subcontinental to suboceanic east-submediterrean colline, submontane and montane uplands
2546	subcontinental to suboceanic east-submediterrean submontane and montane uplands
2546	oceanic eumediterranean submontane and montane uplands
2547	subcontinental to suboceanic east-mediterrean montane uplands
2548	subcontinental to suboceanic east-submediterrean plain, colline and submontane uplands
2548	subcontinental to suboceanic east-mediterrean plain, colline and submontane uplands
2549	subcontinental to suboceanic east-mediterrean submontane and montane uplands
2550	oceanic eumediterranean colline and submontane uplands
2551	suboceanic to oceanic west-submediterrean and west-mediterrean colline, submontane and montane uplands
2552	suboceanic to oceanic west-submediterrean and west-mediterrean colline, submontane and montane uplands
2553	suboceanic to oceanic west-submediterrean and west-mediterrean colline, submontane and montane uplands
2554	suboceanic west-submediterrean montane uplands
2555	suboceanic west-submediterrean mountain valleys 
2556	suboceanic west-submediterrean and west-mediterrean montane uplands
2557	suboceanic west-submediterrean and west-mediterrean montane uplands
2558	suboceanic west-submediterrean river valleys 
2559	suboceanic eumediterrean colline uplands
2560	suboceanic eumediterrean colline uplands
2561	suboceanic eumediterrean colline uplands
2562	suboceanic west-submediterrean montane uplands
2563	suboceanic west-submediterrean montane uplands
2564	suboceanic west-submediterrean montane uplands
2565	suboceanic west-submediterrean montane uplands
2566	suboceanic west-mediterrean montane uplands
2567	subcontinental west-mediterrean submontane and montane uplands
2568	subcontinental west-mediterrean submontane and montane uplands
2569	subcontinental west-mediterrean submontane and montane uplands
2570	subcontinental to suboceanic west-mediterrean submontane and montane uplands
2571	suboceanic west-mediterrean submontane and montane uplands
2572	subcontinental to suboceanic west-mediterrean submontane and montane uplands
2573	suboceanic west-mediterrean submontane and montane uplands
2574	subcontinental to suboceanic west-mediterrean submontane and montane uplands
2575	suboceanic west-submediterrean montane uplands
2576	subcontinental to suboceanic west-mediterrean and west-submediterrean submontane and montane uplands
2577	suboceanic west-mediterrean submontane and montane uplands
2578	suboceanic west-mediterrean submontane and montane uplands
2579	suboceanic west-mediterrean and west-submediterrean submontane and montane uplands
2580	suboceanic west-submediterrean montane uplands
2581	suboceanic west-mediterrean and west-submediterrean submontane and montane uplands
2582	suboceanic to oceanic mediterrean-alpid high mountains
2583	suboceanic to oceanic mediterrean-alpid high mountains
2584	suboceanic mediterrean river valleys 
2585	subcontinental to suboceanic mediterrean river valleys 
2586	suboceanic to oceanic submediterrean to mediterrean river valleys 
2587	suboceanic to oceanic submediterrean river valleys 
2588	subcontinental to oceanic mediterrean coasts 
2591	suboceanic to oceanic submediterrean coastal lower uplands 
2592	suboceanic central European, lowland
2593	suboceanic to oceanic central European, lowland
2594	suboceanic central European, lowland
2595	suboceanic central European, lowland
2596	suboceanic to oceanic central European, lowland, colline upland
2597	suboceanic to oceanic central European, lowland
2598	oceanic central European, lowland, colline upland
2599	suboceanic central European, lowland, colline upland
2601	subcontinental Central-European lowland
2602	subcontinental pontic lowland
2602	suboceanic to subcontinental Central-European upland
2602	suboceanic to subcontinental pontic lowland
2602	subcontinental Central-European lowland
2603	subcontinental Central-European lowland
2603	subcontinental pontic lowland
2604	suboceanic to subcontinental pontic lowland
2604	suboceanic to subcontinental Central-European upland
2604	subcontinental pontic lowland
2604	subcontinental Central-European lowland
2605	suboceanic to subcontinental pontic lowland
2606	subcontinental pontic lowland
2607	suboceanic to subcontinental Central-European upland
2607	suboceanic to subcontinental pontic lowland
2608	subcontinental Central-European lowland
2608	subcontinental pontic lowland
2609	subcontinental pontic lowland
2610	subcontinental pontic lowland
2611	suboceanic to subcontinental submediterrean ans mediterrane colline and submontane upland
2612	suboceanic to subcontinental pontic (pannonic) colline and submontane upland
2612	suboceanic to subcontinental pontic (submeridional) colline and submontane upland
2613	suboceanic to subcontinental pontic lowland
2613	suboceanic to subcontinental Central-European upland
2614	suboceanic to subcontinental pontic lowland
2614	subcontinental pontic lowland
2615	subcontinental pontic lowland
2615	subcontinental Central-European colline upland
2615	suboceanic to subcontinental Central-European colline upland
2615	suboceanic to subcontinental pontic lowland
2616	subcontinental pontic lowland
2617	subcontinental pontic lowland
2617	subcontinental Central-European lowland
2618	subcontinental pontic lowland
2618	subcontinental Central-European lowland
2619	subcontinental pontic lowland
2620	subcontinental pontic lowland
2621	suboceanic to subcontinental pontic lowland
2622	subcontinental pontic lowland
2623	suboceanic to subcontinental pontic lowland
2623	suboceanic to subcontinental Central-European upland
2623	suboceanic to subcontinental Central-European colline upland
2624	suboceanic Central-European colline uplands
2624	suboceanic to subcontinental Central-European colline upland
2624	oceanic Central-European medium mountain
2624	suboceanic Central-European medium mountain
2625	suboceanic Central-European medium mountain
2625	suboceanic to subcontinental Central-European colline upland
2626	oceanic Central-European colline uplands
2627	suboceanic Central-European colline uplands
2628	oceanic Central-European medium mountain
2628	oceanic Central-European colline uplands
2629	suboceanic to subcontinental Central-European colline upland
2630	suboceanic Central-European medium mountain
2631	suboceanic Central-European medium mountain
2632	oceanic Central-European medium mountain
2633	suboceanic Central-European high mountain
2633	oceanic alpid
2635	oceanic Central-European medium mountain
2635	oceanic Central-European high mountain
2636	suboceanic to subcontinental pontic lowland
2637	suboceanic to subcontinental pontic lowland
2637	suboceanic pontic lowlands
2638	suboceanic to subcontinental pontic lowland
2638	suboceanic pontic lowlands
2640	suboceanic pontic lowlands
2640	suboceanic to subcontinental pontic lowland
2641	subcontinental pontic lowland
2641	suboceanic to subcontinental pontic lowland
2642	subcontinental pontic lowland
2643	suboceanic submediterranean lowland
2643	suboceanic eumediterranean lowland
2644	suboceanic to subcontinental Central-European upland
2644	suboceanic to subcontinental pontic lowland
2645	suboceanic Central-European colline uplands
2645	suboceanic to subcontinental Central-European colline upland
2646	suboceanic Central-European colline uplands
2647	suboceanic Central-European colline uplands
2647	suboceanic Central-European lowland
2648	oceanic Central-European colline uplands
2648	oceanic Central-European uplands
2649	oceanic Central-European uplands
2649	oceanic Central-European colline uplands
2650	oceanic Central-European colline uplands
2651	suboceanic to subcontinental Central-European upland
2652	suboceanic Central-European medium mountain
2652	suboceanic Central-European colline uplands
2653	oceanic Central-European medium mountain
2653	oceanic Central-European high mountain
2654	suboceanic Central-European medium mountain
2654	suboceanic Central-European high mountain
2656	oceanic alpid
2656	suboceanic Central-European medium mountain
2656	oceanic prealpid
2656	oceanic Central-European medium mountain
2657	oceanic prealpid
2657	oceanic Central-European high mountain
2657	oceanic Central-European medium mountain
2659	suboceanic Central-European high mountain
2660	suboceanic to subcontinental Central-European colline upland
2660	suboceanic to subcontinental Central-European upland
2661	suboceanic to subcontinental pontic lowland
2661	suboceanic to subcontinental Central-European upland
2662	suboceanic to subcontinental pontic (submeridional) colline and submontane upland
2663	suboceanic to subcontinental central European lowlands and colline uplands
2664	subcontinental Central-European colline upland
2664	suboceanic Central-European high mountain
2664	suboceanic Central-European medium mountain
2664	suboceanic to subcontinental Central-European colline upland
2665	suboceanic Central-European high mountain
2666	suboceanic Central-European high mountain
2666	suboceanic Central-European medium mountain
2667	suboceanic Central-European colline uplands
2669	suboceanic Central-European medium mountain
2669	suboceanic prealpid
2670	oceanic Central-European medium mountain
2670	oceanic Central-European high mountain
2670	oceanic prealpid
2671	suboceanic Central-European high mountain
2671	oceanic prealpid
2671	suboceanic Central-European high ridges
2672	suboceanic Central-European high ridges
2672	suboceanic Central-European high mountain
2672	oceanic prealpid
2673	suboceanic Central-European medium mountain
2673	oceanic prealpid
2673	oceanic Central-European high mountain
2673	oceanic Central-European medium mountain
2674	suboceanic to oceanic central European submontan and montan uplands
2675	oceanic prealpid
2675	oceanic Central-European high mountain
2675	suboceanic Central-European high ridges
2676	suboceanic Central-European high ridges
2676	oceanic prealpid
2677	suboceanic Central-European high ridges
2677	oceanic prealpid
2678	oceanic Central-European high mountain
2678	oceanic prealpid
2679	suboceanic Central-European high mountain
2679	oceanic prealpid
2680	suboceanic Central-European medium mountain
2680	oceanic Central-European colline uplands
2680	suboceanic Central-European high mountain
2680	oceanic Central-European high mountain
2680	suboceanic/summer cool Central-European colline uplands
2680	oceanic Central-European medium mountain
2681	oceanic Central-European high mountain
2681	oceanic high ridges
2682	suboceanic Central-European high mountain
2683	suboceanic Central-European high mountain
2683	suboceanic Central-European medium mountain
2684	suboceanic to subcontinental Central-European upland
2684	suboceanic to oceanic Pontic South Siberian mountain uplands
2686	suboceanic east-mediterrean submontane and montane uplands
2687	oceanic supramediterraen montane uplands
2688	suboceanic west-submediterrean submontane and montane uplands
2689	suboceanic east-mediterrean submontane and montane uplands
2690	oceanic temperate colline and submontane upland
2690	oceanic west-submediterrean colline and submontane upland
2691	suboceanic mesomediterraen montane uplands
2691	oceanic supramediterraen montane uplands
2692	suboceanic east-submediterranean  high mountains
2693	suboceanic mesomediterraen montane uplands
2694	subcontinental to suboceanic east-submediterranean mountains
